总序号,性别,年龄,职业,学历,收入,玩家游戏情况,游戏进入,游戏偏好
8580,1,1,1,1,1,2,1,5
8581,2,1,1,1,1,2,1,4
8582,1,1,1,2,1,2,4,5
8583,2,4,3,4,3,1,3,3
8584,1,1,1,1,1,2,3,4
8585,1,4,4,5,4,3,5,5
8586,2,1,1,2,2,4,1,6
8587,1,5,2,3,1,2,5,4
8588,2,1,1,1,1,4,1,3
8589,2,4,2,2,4,1,1,3
8590,1,2,7,3,1,2,3,2
8591,2,1,1,2,1,2,3,2
8592,1,3,2,2,3,3,3,2
8593,1,1,1,1,1,2,3,3
8594,2,2,1,3,1,1,3,2
8595,1,5,4,5,4,2,3,3
8596,2,2,6,2,1,4,3,5
8597,1,1,1,2,1,2,3,5
8598,1,4,5,4,NA,2,1,4
8599,2,1,1,1,1,4,1,2
8600,1,2,2,4,3,4,5,4
8601,1,1,1,1,1,2,2,2
8602,1,3,5,3,3,2,1,3
8603,1,3,2,5,3,3,3,2
8604,2,2,1,5,1,4,1,3
8605,1,1,1,2,1,2,3,3
8606,2,1,1,1,1,1,3,2
8607,1,1,1,2,1,3,2,5
8608,2,1,1,1,1,4,4,5
8609,1,2,1,3,1,4,3,5
8610,1,1,1,2,1,2,3,5
8611,2,1,7,1,1,2,5,2
8612,2,3,2,5,3,3,3,4
8613,1,2,1,2,1,1,3,3
8614,NA,1,1,2,5,3,1,6
8615,1,3,5,3,4,2,3,2
8616,2,1,1,1,5,4,5,3
8617,1,2,1,4,1,2,3,4
8618,1,2,1,5,4,4,4,5
8619,2,4,5,5,3,2,5,3
8620,2,1,1,1,1,4,4,1
8621,1,3,3,2,3,2,5,6
8622,2,3,2,4,3,1,1,3
8623,1,4,7,3,3,2,5,1
8624,1,NA,2,3,4,3,3,1
8625,1,1,1,1,1,2,2,2
8626,1,2,1,5,1,2,2,2
8627,1,1,1,1,1,3,4,2
8628,1,3,2,5,4,3,4,3
8629,1,NA,1,2,2,2,3,5
8630,2,1,1,1,1,2,1,4
8631,1,3,2,5,1,1,3,6
8632,1,3,7,5,1,4,3,2
8633,2,NA,7,3,2,3,1,5
8634,1,1,1,2,1,2,4,3
8635,1,2,1,4,1,1,3,5
8636,1,3,2,5,3,4,2,3
8637,2,4,4,5,4,1,1,5
8638,2,1,1,2,1,4,1,3
8639,2,3,7,4,3,4,5,3
8640,2,1,1,1,2,2,1,2
8641,2,2,1,5,1,1,5,2
8642,2,1,1,1,1,1,5,5
8643,1,1,1,2,1,2,3,3
8644,1,1,1,2,3,3,3,3
8645,1,1,1,1,2,3,4,3
8646,1,1,1,1,1,2,5,5
8647,2,1,1,3,1,2,1,3
8648,2,1,1,2,1,4,1,5
8649,1,4,1,1,2,2,2,2
8650,2,1,1,1,1,2,5,3
8651,2,2,1,3,1,1,1,6
8652,1,2,1,5,1,4,2,2
8653,NA,3,2,5,3,3,3,2
8654,1,5,5,5,5,2,2,3
8655,2,4,5,3,3,2,1,2
8656,2,1,1,1,1,4,3,4
8657,2,5,7,4,5,2,5,5
8658,NA,3,7,3,4,4,3,2
8659,1,3,5,2,3,3,3,3
8660,1,1,1,1,1,4,5,5
8661,2,1,1,1,1,4,5,5
8662,1,3,2,5,5,3,5,1
8663,1,2,7,4,2,2,3,6
8664,1,3,5,4,4,2,1,1
8665,1,2,2,3,4,4,1,2
8666,2,3,5,2,3,2,1,1
8667,1,1,1,1,1,2,1,1
8668,1,3,2,4,3,3,3,4
8669,1,1,1,1,1,4,5,4
8670,2,1,1,1,2,2,5,2
8671,1,4,6,5,5,2,2,3
8672,1,1,1,2,2,1,2,2
8673,1,4,4,5,5,4,4,6
8674,1,2,1,3,1,2,2,2
8675,2,5,4,4,3,1,3,1
8676,1,1,1,2,1,4,5,6
8677,2,1,1,2,1,1,4,3
8678,1,5,6,1,1,2,3,3
8679,2,1,1,1,NA,2,3,3
8680,1,2,1,3,1,1,3,2
8681,1,4,5,5,5,3,3,3
8682,1,2,1,3,1,4,3,3
8683,1,1,1,2,1,2,2,5
8684,2,1,5,2,5,4,3,5
8685,1,1,1,2,1,2,3,3
8686,1,4,2,3,4,2,1,1
8687,1,2,2,3,3,4,2,5
8688,2,1,1,2,1,2,4,3
8689,NA,2,7,1,1,4,1,3
8690,2,1,1,1,1,3,2,5
8691,1,2,1,4,3,2,1,5
8692,1,1,1,2,1,2,2,3
8693,2,2,1,1,1,1,5,6
8694,1,1,2,5,5,2,1,1
8695,2,1,1,2,1,4,1,2
8696,1,1,1,1,5,4,5,6
8697,2,2,2,4,3,2,1,3
8698,1,1,1,5,1,2,5,5
8699,1,1,1,1,1,2,2,5
8700,1,2,1,3,1,1,3,2
8701,1,1,1,1,1,2,2,2
8702,1,2,2,3,4,2,4,2
8703,1,1,1,2,1,2,2,6
8704,2,3,7,5,1,2,1,2
8705,1,2,5,2,1,2,1,5
8706,NA,1,1,1,1,4,1,4
8707,2,1,1,2,1,3,3,6
8708,2,4,2,4,2,2,1,3
8709,2,1,1,2,1,1,4,5
8710,2,3,7,2,1,1,1,3
8711,1,1,1,1,1,2,2,3
8712,1,1,1,3,1,4,5,2
8713,1,4,7,2,3,2,3,4
8714,2,1,1,1,1,4,3,2
8715,NA,1,1,2,1,4,3,2
8716,1,1,1,1,5,2,5,3
8717,1,1,1,2,1,2,3,4
8718,1,1,1,1,1,3,3,5
8719,2,1,1,1,1,3,1,3
8720,1,1,4,5,1,4,3,5
8721,1,1,1,2,1,4,4,2
8722,2,2,1,5,1,3,3,4
8723,NA,NA,3,2,4,2,1,3
8724,2,1,1,2,1,1,3,6
8725,NA,1,1,2,1,4,4,3
8726,1,1,1,1,1,4,3,5
8727,1,1,1,1,2,4,2,3
8728,1,1,1,1,1,2,2,2
8729,NA,1,1,1,1,2,1,3
8730,2,1,1,1,2,1,2,2
8731,2,3,7,4,2,4,1,3
8732,2,3,5,5,3,2,5,3
8733,1,1,1,1,1,3,5,5
8734,1,1,1,4,1,2,5,5
8735,NA,2,1,3,1,4,3,4
8736,2,5,6,2,3,1,1,2
8737,1,1,1,1,1,2,2,1
8738,1,1,1,1,1,1,2,5
8739,1,1,1,1,1,1,5,3
8740,2,1,1,1,1,4,4,5
8741,1,1,1,2,1,3,2,5
8742,1,1,1,1,1,4,1,4
8743,2,2,7,5,3,2,3,3
8744,2,1,1,1,1,2,5,5
8745,2,1,1,1,1,1,3,2
8746,2,1,1,2,1,2,1,4
8747,1,3,2,2,2,2,4,3
8748,2,1,1,1,1,2,1,1
8749,1,2,1,3,1,2,2,2
8750,2,2,2,3,4,3,3,2
8751,2,1,1,2,1,2,3,4
8752,1,1,6,1,3,2,2,3
8753,2,1,1,1,1,3,1,3
8754,1,1,1,1,1,4,5,6
8755,1,1,1,2,1,4,2,1
8756,2,1,1,1,1,3,3,6
8757,1,NA,1,1,2,4,2,5
8758,1,1,1,1,1,4,4,3
8759,1,1,1,5,1,4,2,5
8760,1,1,1,1,1,2,3,5
8761,1,4,3,3,4,2,3,4
8762,2,1,1,2,1,4,1,3
8763,2,1,1,2,1,1,1,1
8764,1,1,1,3,1,1,3,4
8765,1,3,2,3,3,2,3,4
8766,2,2,5,4,3,3,3,3
8767,1,1,1,2,1,4,5,2
8768,2,1,1,2,1,1,3,5
8769,1,1,1,1,NA,4,4,3
8770,1,1,1,2,1,2,1,5
8771,2,3,7,3,4,1,3,3
8772,1,1,1,1,1,3,2,3
8773,1,4,2,4,3,3,3,4
8774,NA,1,1,1,1,1,1,1
8775,1,3,2,5,3,2,3,3
8776,2,1,1,2,NA,4,1,5
8777,1,1,1,1,4,2,3,4
8778,NA,1,1,1,NA,2,2,1
8779,NA,1,1,2,1,2,1,5
8780,1,1,1,1,1,1,5,2
8781,NA,1,1,2,1,4,1,4
8782,2,1,1,1,1,1,1,2
8783,1,1,1,2,1,3,2,6
8784,1,1,7,1,1,2,5,5
8785,NA,3,4,2,2,4,3,5
8786,2,1,1,1,1,1,4,2
8787,1,1,1,1,NA,2,2,1
8788,1,1,1,1,1,4,2,3
8789,2,1,5,1,1,1,3,6
8790,1,1,1,2,1,4,3,1
8791,1,1,1,1,1,2,3,4
8792,1,3,6,3,2,4,3,2
8793,2,2,1,5,1,4,1,3
8794,1,NA,7,2,1,4,5,6
8795,1,1,1,2,1,2,2,4
8796,1,1,1,1,1,2,1,3
8797,1,1,1,1,2,4,3,4
8798,2,2,1,3,1,4,1,2
8799,2,1,1,2,1,1,3,2
8800,1,4,2,4,5,3,2,3
8801,2,2,6,2,1,2,3,2
8802,2,1,1,2,1,2,5,5
8803,2,3,2,5,3,3,3,2
8804,NA,4,6,2,2,2,3,3
8805,2,1,7,1,2,1,5,4
8806,1,1,1,1,1,4,4,2
8807,1,1,1,1,1,4,1,5
8808,1,1,1,1,1,3,3,2
8809,1,1,1,2,1,4,5,6
8810,2,NA,2,4,2,4,3,4
8811,2,1,1,2,1,4,3,4
8812,1,3,1,5,3,4,2,5
8813,1,1,1,1,1,2,3,2
8814,1,1,1,1,1,2,2,3
8815,2,1,7,5,5,2,1,5
8816,NA,1,1,1,1,3,1,3
8817,1,1,1,3,1,2,2,2
8818,1,3,1,5,1,4,3,3
8819,1,2,1,1,1,2,5,3
8820,2,4,3,3,4,3,1,3
8821,1,1,1,2,1,4,3,3
8822,2,1,1,2,1,4,3,3
8823,NA,1,1,2,1,1,4,3
8824,1,1,1,2,1,1,4,4
8825,2,5,5,5,1,3,2,6
8826,1,2,1,3,NA,2,3,3
8827,1,1,1,2,1,4,5,5
8828,1,1,1,1,1,1,5,5
8829,1,2,5,3,3,4,3,4
8830,2,4,2,4,1,2,3,3
8831,1,1,1,1,2,4,3,2
8832,1,2,5,3,3,3,3,3
8833,2,2,4,4,3,4,3,3
8834,1,1,1,2,1,4,5,5
8835,1,1,1,2,1,4,5,1
8836,2,2,3,3,1,1,5,5
8837,2,1,1,1,1,2,1,3
8838,1,3,3,5,5,2,3,3
8839,2,1,1,2,1,2,1,2
8840,1,2,1,5,5,4,2,1
8841,1,2,1,3,1,2,3,5
8842,1,1,1,2,1,2,5,6
8843,1,1,1,1,1,2,3,4
8844,2,1,1,1,2,2,1,3
8845,1,2,1,5,4,4,5,5
8846,1,1,1,1,1,2,4,4
8847,2,1,1,1,1,4,1,2
8848,1,1,1,1,1,4,4,5
8849,1,4,2,4,3,2,3,3
8850,1,2,1,4,5,4,5,6
8851,1,1,1,1,1,4,4,4
8852,1,1,1,2,1,2,3,3
8853,2,2,1,3,3,1,1,4
8854,1,2,4,4,4,4,1,2
8855,2,4,6,2,1,4,1,2
8856,1,4,3,4,3,4,3,1
8857,1,3,1,5,3,2,5,4
8858,2,1,1,1,1,4,5,3
8859,1,2,1,5,1,4,1,5
8860,1,1,1,1,3,4,3,4
8861,1,2,1,3,1,2,2,1
8862,2,1,1,1,1,4,3,4
8863,2,2,6,2,1,1,1,6
8864,2,3,7,2,NA,2,5,3
8865,1,2,3,5,1,2,5,6
8866,1,1,1,2,1,3,2,5
8867,2,1,1,1,1,2,1,1
8868,NA,1,1,1,1,3,3,6
8869,2,1,1,2,1,3,3,4
8870,1,1,1,1,1,3,2,3
8871,NA,2,6,2,1,4,5,5
8872,2,4,4,4,3,2,1,2
8873,1,3,7,3,4,2,2,2
8874,2,1,1,1,1,4,1,1
8875,NA,1,1,3,2,1,4,3
8876,NA,2,5,3,NA,2,3,3
8877,2,1,1,1,1,4,5,1
8878,1,1,1,1,1,2,5,3
8879,2,2,2,3,1,1,5,2
8880,1,1,1,1,1,3,2,2
8881,1,1,1,1,1,4,2,4
8882,1,1,6,1,4,4,3,3
8883,1,NA,2,2,4,3,2,3
8884,2,2,1,3,1,2,4,3
8885,1,1,1,2,NA,2,4,3
8886,2,1,2,2,2,2,1,1
8887,1,1,1,1,1,2,1,2
8888,2,1,1,1,1,2,1,1
8889,1,1,1,1,1,4,3,1
8890,1,1,1,1,5,2,1,2
8891,2,1,1,3,1,4,3,5
8892,2,1,1,1,1,4,3,3
8893,1,1,1,2,2,2,5,6
8894,2,2,1,3,1,3,3,3
8895,1,4,7,3,2,3,5,5
8896,1,NA,2,5,3,4,2,1
8897,1,1,6,1,2,1,5,5
8898,1,2,1,3,NA,1,2,4
8899,1,2,3,4,5,3,1,1
8900,1,4,2,5,4,2,3,1
8901,1,2,1,4,1,4,1,4
8902,1,1,1,1,1,4,4,5
8903,2,3,2,5,3,1,1,5
8904,1,4,7,5,2,4,5,4
8905,1,1,6,1,1,2,2,5
8906,1,1,1,1,3,2,2,2
8907,1,3,7,3,3,3,3,3
8908,1,1,1,1,5,4,3,1
8909,1,4,2,5,3,4,1,3
8910,1,3,5,4,5,3,3,5
8911,1,1,6,1,1,4,5,3
8912,2,2,5,5,1,2,5,3
8913,1,2,5,2,1,2,1,2
8914,1,1,1,1,NA,2,4,5
8915,1,1,6,1,1,4,4,4
8916,1,1,1,1,1,2,1,3
8917,2,1,1,1,1,2,3,3
8918,2,2,1,5,1,4,3,2
8919,1,1,1,1,5,4,2,3
8920,2,1,1,2,1,4,1,2
8921,2,1,1,2,1,2,1,2
8922,1,NA,1,2,1,4,1,5
8923,1,1,1,1,1,4,2,5
8924,2,1,1,1,1,3,1,2
8925,1,2,1,3,1,3,2,3
8926,2,4,5,2,1,1,1,6
8927,1,2,1,4,1,4,3,5
8928,1,2,1,4,1,3,1,1
8929,1,5,2,3,4,4,2,4
8930,2,1,1,3,1,1,1,5
8931,1,2,1,4,1,4,3,1
8932,1,1,1,1,1,2,4,1
8933,1,1,1,2,1,2,1,5
8934,1,1,1,2,1,1,5,6
8935,2,1,1,1,1,4,3,3
8936,1,2,1,3,1,4,1,6
8937,1,2,1,3,1,4,5,5
8938,NA,2,1,3,3,4,1,1
8939,1,1,1,2,1,4,5,3
8940,1,2,1,5,5,2,3,3
8941,1,2,1,4,1,4,3,1
8942,2,3,5,5,5,2,1,3
8943,1,NA,3,4,3,2,1,3
8944,2,1,1,1,1,2,3,3
8945,2,1,1,2,1,1,3,5
8946,1,1,1,1,1,2,1,3
8947,2,1,1,1,1,4,4,1
8948,2,1,1,2,1,2,1,5
8949,2,2,1,5,1,4,1,3
8950,1,1,1,1,1,4,2,4
8951,2,1,1,1,NA,2,1,1
8952,2,1,1,1,1,4,3,4
8953,1,NA,1,3,1,4,2,2
8954,2,3,7,2,3,4,1,3
8955,1,1,1,1,2,4,1,3
8956,1,2,1,3,1,1,2,1
8957,NA,2,1,3,1,4,5,2
8958,2,3,2,5,4,2,1,4
8959,1,3,3,3,3,4,3,6
8960,1,1,1,2,1,4,2,3
8961,2,1,6,1,1,1,4,2
8962,1,1,1,1,5,3,5,1
8963,1,1,1,1,2,4,4,3
8964,2,1,1,2,1,2,3,3
8965,1,1,1,1,1,4,2,1
8966,1,1,1,2,1,4,3,5
8967,1,3,2,5,3,2,2,3
8968,1,2,5,2,3,3,5,5
8969,NA,3,1,3,NA,2,1,4
8970,1,1,1,1,5,4,3,1
8971,NA,2,1,2,1,1,5,4
8972,2,2,1,2,1,4,1,2
8973,1,1,1,1,1,3,3,5
8974,1,2,1,5,1,4,3,4
8975,1,2,5,2,1,3,2,4
8976,1,1,1,2,1,2,2,5
8977,2,1,1,1,1,2,1,2
8978,1,4,3,5,5,2,2,5
8979,1,2,3,4,4,2,2,5
8980,2,5,2,2,3,1,1,4
8981,1,2,1,5,5,4,5,1
8982,1,1,1,1,1,2,2,2
8983,1,1,1,1,2,4,5,2
8984,1,1,1,1,1,3,1,3
8985,2,1,1,1,1,1,1,5
8986,2,1,1,1,1,2,1,1
8987,1,1,1,1,2,3,2,5
8988,1,1,7,5,5,4,5,2
8989,1,1,1,1,NA,2,1,5
8990,1,1,1,2,1,4,2,2
8991,1,2,1,3,1,3,2,3
8992,2,1,1,1,1,4,5,5
8993,1,1,1,1,1,3,1,2
8994,1,1,1,2,1,4,3,4
8995,2,3,3,2,3,2,1,2
8996,1,1,1,1,1,3,5,5
8997,2,1,1,1,1,2,5,2
8998,2,1,1,2,1,2,1,2
8999,1,1,1,1,1,2,1,5
9000,1,2,2,4,4,1,2,3
9001,2,1,1,1,1,4,3,3
9002,1,1,1,1,1,3,1,5
9003,1,1,1,2,1,3,2,5
9004,1,1,1,1,1,1,3,1
9005,2,1,1,1,1,1,1,3
9006,1,1,1,1,1,2,2,1
9007,1,2,5,1,2,2,3,5
9008,1,3,7,5,5,4,4,6
9009,1,2,3,3,5,3,3,3
9010,1,3,5,2,3,2,3,4
9011,2,1,1,3,1,2,3,3
9012,1,3,5,1,NA,3,2,3
9013,1,1,1,2,1,4,2,4
9014,2,1,1,1,1,1,1,1
9015,1,1,1,1,1,1,2,6
9016,1,2,1,3,1,2,5,5
9017,2,1,6,1,1,2,1,1
9018,2,4,2,2,3,2,4,3
9019,NA,4,6,3,1,1,1,3
9020,2,1,1,2,1,3,5,5
9021,1,3,7,2,3,1,1,2
9022,1,2,1,4,2,2,3,1
9023,2,1,1,2,1,3,1,2
9024,1,2,1,3,1,1,1,1
9025,1,1,1,5,1,4,5,2
9026,1,1,1,1,1,4,1,6
9027,1,NA,5,5,3,2,2,3
9028,1,1,1,1,1,4,4,3
9029,1,1,1,2,1,2,2,1
9030,1,1,1,1,2,1,5,4
9031,2,1,1,1,1,1,5,2
9032,1,1,1,2,5,4,2,3
9033,1,2,1,4,1,4,5,4
9034,2,1,1,1,1,2,1,5
9035,2,1,1,5,1,4,3,5
9036,1,1,1,2,1,2,2,1
9037,2,1,1,1,1,3,4,6
9038,2,1,2,1,1,1,5,2
9039,1,1,1,2,1,4,4,2
9040,1,4,3,2,4,1,2,1
9041,2,2,6,2,1,3,3,2
9042,2,1,1,2,1,4,3,3
9043,1,NA,1,2,1,4,3,1
9044,2,1,1,2,1,2,4,5
9045,1,NA,5,5,NA,2,1,2
9046,2,2,1,3,1,3,5,5
9047,1,1,1,2,1,4,5,1
9048,2,1,1,2,1,4,1,3
9049,1,1,1,2,1,2,3,5
9050,2,2,1,4,2,3,3,2
9051,NA,3,7,3,2,3,5,6
9052,1,1,1,2,1,3,2,2
9053,1,1,1,5,5,2,4,1
9054,1,4,1,1,1,1,1,3
9055,1,1,2,3,2,2,3,4
9056,1,1,1,1,1,2,3,5
9057,NA,1,1,1,5,1,5,1
9058,2,1,1,1,1,3,3,1
9059,1,1,1,1,2,4,2,1
9060,2,1,4,5,5,4,4,1
9061,2,5,2,3,3,4,5,3
9062,1,1,1,2,1,4,2,5
9063,2,1,1,1,1,4,1,3
9064,2,2,1,3,1,4,5,3
9065,1,2,2,2,3,1,1,3
9066,1,1,1,2,1,2,2,1
9067,NA,3,2,5,3,2,3,3
9068,1,1,1,1,1,4,2,2
9069,2,4,5,3,2,1,1,2
9070,1,1,1,2,1,4,5,5
9071,2,4,2,2,2,4,4,2
9072,1,2,7,2,1,2,1,3
9073,1,1,2,1,2,1,2,1
9074,2,1,1,1,NA,4,5,4
9075,1,3,5,4,3,2,3,3
9076,2,2,1,4,3,3,3,1
9077,2,1,1,1,2,2,3,2
9078,2,1,1,1,1,2,3,6
9079,1,3,7,2,3,4,2,3
9080,2,3,7,3,3,1,3,3
9081,2,1,1,1,1,4,2,5
9082,1,5,5,5,5,2,5,5
9083,1,1,1,1,1,2,3,5
9084,1,2,1,5,1,3,3,2
9085,1,1,1,1,1,4,3,2
9086,2,1,1,2,1,3,1,4
9087,2,1,1,2,2,3,1,5
9088,2,1,1,1,1,1,1,2
9089,2,1,1,2,1,1,1,2
9090,NA,1,1,1,3,4,1,2
9091,NA,1,1,1,1,2,3,4
9092,2,1,1,1,1,1,1,2
9093,1,3,6,3,1,4,3,3
9094,1,NA,4,5,4,3,2,3
9095,2,1,1,1,1,2,3,1
9096,1,1,1,1,1,1,2,2
9097,1,2,4,4,4,2,2,6
9098,2,1,7,1,1,1,5,5
9099,2,4,7,2,3,2,1,2
9100,2,1,1,1,1,2,3,5
9101,NA,2,1,2,1,4,1,3
9102,2,NA,1,4,1,4,1,3
9103,1,1,1,2,1,3,3,6
9104,1,5,2,3,4,3,3,1
9105,1,1,1,2,1,1,5,1
9106,NA,1,1,2,1,2,3,6
9107,1,4,2,3,3,2,3,1
9108,2,1,1,2,1,1,1,2
9109,1,1,1,1,1,2,5,5
9110,1,1,1,1,1,4,3,5
9111,1,1,1,1,2,2,2,1
9112,1,1,1,2,1,4,1,5
9113,2,3,2,3,3,1,1,1
9114,2,1,1,1,1,3,1,5
9115,2,1,1,1,1,1,1,3
9116,1,1,1,1,1,2,3,1
9117,2,1,1,1,1,1,1,3
9118,1,1,1,1,1,4,2,6
9119,1,1,1,1,1,2,4,5
9120,2,3,1,4,1,1,1,6
9121,2,2,5,2,1,2,1,2
9122,2,1,1,1,1,1,3,2
9123,1,1,1,2,1,2,2,3
9124,1,1,1,1,1,3,2,4
9125,1,1,1,1,1,1,5,5
9126,1,1,1,1,1,2,4,2
9127,2,2,1,5,1,1,1,3
9128,2,1,1,1,1,2,5,4
9129,1,1,1,2,1,2,5,5
9130,NA,4,7,3,3,2,3,3
9131,2,1,1,2,1,2,3,3
9132,2,2,2,5,5,4,3,4
9133,1,3,5,4,4,1,2,6
9134,2,5,6,2,1,2,1,1
9135,2,1,1,1,2,4,1,3
9136,2,4,2,5,4,1,1,4
9137,2,NA,1,5,4,1,1,6
9138,1,5,5,3,3,2,3,1
9139,1,2,5,2,3,4,2,6
9140,1,2,1,3,1,2,3,5
9141,1,4,2,2,3,4,3,1
9142,2,5,5,4,4,3,3,6
9143,2,1,1,1,NA,3,3,2
9144,1,1,1,2,1,1,4,3
9145,1,5,2,5,5,3,2,5
9146,2,1,1,1,1,4,3,2
9147,2,2,1,1,1,4,1,3
9148,1,1,1,1,1,2,3,5
9149,2,1,1,2,1,1,5,6
9150,1,1,1,1,1,2,3,4
9151,2,1,1,3,1,2,3,2
9152,2,1,1,2,1,3,5,5
9153,2,1,1,1,1,1,3,2
9154,2,1,1,1,1,4,3,6
9155,NA,1,1,2,1,2,3,2
9156,2,1,7,1,1,3,1,4
9157,1,1,1,1,NA,4,3,6
9158,1,2,7,2,NA,4,4,6
9159,1,3,4,5,4,4,3,3
9160,1,1,1,1,1,2,1,1
9161,1,4,2,4,3,1,3,2
9162,2,1,1,2,1,1,5,5
9163,1,4,2,5,5,3,3,6
9164,1,1,1,2,2,4,4,2
9165,2,2,5,3,3,4,1,3
9166,1,5,2,3,3,2,3,3
9167,1,1,6,1,1,2,4,1
9168,1,1,1,2,5,2,3,3
9169,1,3,2,2,2,3,1,2
9170,1,1,1,1,1,1,2,5
9171,2,4,5,2,1,4,4,3
9172,2,1,1,1,1,1,3,3
9173,1,1,1,1,2,2,2,5
9174,1,1,1,2,1,2,3,5
9175,1,2,3,5,4,3,3,1
9176,2,1,1,1,5,4,5,5
9177,1,2,1,5,1,4,2,3
9178,2,1,1,2,1,2,1,3
9179,2,3,2,4,2,2,1,5
9180,2,1,1,2,1,4,1,2
9181,1,1,1,1,1,2,4,5
9182,1,2,2,2,3,1,3,2
9183,2,1,1,2,1,4,3,1
9184,1,2,1,2,2,4,1,4
9185,2,5,5,3,3,2,4,3
9186,1,1,1,1,1,4,5,5
9187,1,2,1,5,1,2,2,5
9188,1,1,1,1,1,1,3,4
9189,1,1,1,2,NA,4,4,4
9190,2,1,2,5,5,1,1,5
9191,1,3,5,3,4,4,3,3
9192,1,1,1,1,1,4,5,5
9193,2,1,1,1,2,1,5,1
9194,1,1,1,1,1,2,2,5
9195,1,1,3,3,3,3,4,2
9196,2,NA,1,1,1,3,3,2
9197,1,1,1,1,1,4,2,5
9198,1,1,1,1,1,2,2,2
9199,1,3,5,4,3,2,1,2
9200,2,NA,1,1,1,2,1,2
9201,1,1,1,1,1,1,2,5
9202,2,1,1,1,1,1,5,6
9203,1,1,1,1,1,2,2,4
9204,1,4,5,2,1,2,2,5
9205,1,1,1,1,1,4,5,5
9206,1,1,1,3,5,4,2,4
9207,2,1,1,1,1,1,3,2
9208,1,1,1,1,1,4,4,5
9209,1,1,1,1,1,4,2,4
9210,2,3,2,5,5,3,1,3
9211,1,1,2,4,1,3,1,5
9212,1,2,1,3,1,4,1,3
9213,2,2,7,4,2,1,3,1
9214,NA,1,7,5,1,2,1,6
9215,1,4,2,4,4,2,1,2
9216,1,2,2,5,5,2,4,3
9217,1,4,2,2,5,4,1,1
9218,2,1,7,3,2,1,1,2
9219,1,1,1,1,1,3,1,5
9220,2,3,2,4,4,1,5,2
9221,1,1,1,2,1,2,5,1
9222,1,1,7,1,1,2,4,2
9223,1,1,1,2,1,4,3,3
9224,2,1,1,2,1,4,3,2
9225,2,1,1,1,1,2,1,3
9226,2,1,1,1,1,3,1,2
9227,1,3,5,2,4,4,3,3
9228,1,2,2,2,4,1,1,1
9229,1,5,4,4,3,4,4,1
9230,1,1,3,1,1,2,2,2
9231,2,2,2,3,2,1,3,6
9232,1,1,1,2,1,2,2,1
9233,2,2,1,2,1,4,2,2
9234,NA,2,3,5,4,4,3,3
9235,2,1,1,1,2,1,1,1
9236,NA,1,1,1,1,4,5,6
9237,1,1,1,1,1,4,5,3
9238,1,3,5,3,3,2,3,3
9239,2,1,1,2,1,2,3,5
9240,1,2,1,4,4,4,5,3
9241,2,3,2,4,2,4,3,2
9242,1,5,6,3,2,3,3,3
9243,1,1,1,2,1,4,3,5
9244,2,3,2,4,3,1,1,4
9245,1,1,1,1,5,4,2,5
9246,1,3,2,3,3,4,3,1
9247,1,1,1,1,1,4,5,3
9248,1,1,1,3,1,2,3,2
9249,2,1,1,1,1,1,1,2
9250,1,2,5,2,3,3,2,3
9251,1,1,1,2,1,3,1,3
9252,1,1,1,2,1,4,3,1
9253,2,2,2,4,3,2,1,2
9254,1,2,1,2,1,4,3,5
9255,2,1,1,1,NA,4,1,5
9256,2,1,1,1,5,4,4,1
9257,1,1,1,2,1,4,2,1
9258,1,1,5,2,1,2,3,5
9259,NA,1,1,2,5,3,1,3
9260,2,1,1,1,1,4,4,4
9261,1,3,7,3,4,4,3,3
9262,1,2,2,3,3,2,3,3
9263,1,1,1,1,1,2,3,2
9264,1,3,3,3,3,1,3,3
9265,2,NA,1,1,5,4,5,6
9266,1,2,1,2,3,3,4,5
9267,1,5,2,4,3,2,3,3
9268,1,3,7,2,2,4,2,2
9269,2,1,1,1,3,2,1,1
9270,1,1,1,1,1,2,5,3
9271,1,1,1,3,1,4,5,1
9272,2,1,1,1,1,4,5,6
9273,2,4,7,2,2,2,1,2
9274,2,2,1,3,NA,1,3,5
9275,2,2,1,1,5,4,5,5
9276,1,1,1,1,1,4,5,5
9277,1,1,1,2,NA,4,5,4
9278,1,1,1,2,1,3,1,2
9279,1,1,1,2,1,2,2,5
9280,1,3,2,3,4,2,3,1
9281,1,2,7,4,3,3,5,3
9282,2,1,7,5,5,1,3,6
9283,1,1,1,1,5,2,5,5
9284,1,1,1,1,1,4,3,6
9285,1,2,6,3,1,2,3,3
9286,2,1,1,2,NA,4,5,2
9287,2,1,1,2,1,4,1,3
9288,2,3,2,3,3,1,3,3
9289,1,2,4,5,5,2,3,2
9290,1,1,1,1,1,3,4,6
9291,1,1,1,2,1,1,2,6
9292,1,1,1,2,1,4,5,5
9293,NA,1,1,2,1,4,1,3
9294,NA,1,1,1,1,1,1,5
9295,2,1,1,1,1,4,1,5
9296,1,1,1,1,1,2,4,1
9297,2,1,1,2,1,3,1,2
9298,1,2,5,3,1,4,3,3
9299,2,1,1,2,1,3,3,3
9300,NA,1,2,3,2,3,2,3
9301,2,1,1,1,1,4,5,2
9302,1,1,1,1,3,4,5,2
9303,1,3,2,4,3,2,3,2
9304,2,1,1,1,2,2,1,2
9305,1,1,1,1,3,2,1,5
9306,1,3,2,3,3,2,2,4
9307,1,1,1,1,1,1,5,1
9308,2,3,6,2,3,1,1,3
